Date,BP,COP,CVX,EQNR,OKE,PXD,XOM
7/28/2011,45.05,55.47,105.03,24.7,31.94,93.2,81.46
7/29/2011,45.44,54.88,104.02,24.57,31.86,92.99,79.79
8/1/2011,45.13,54.88,105.38,24.49,31.84,93,79.6
8/2/2011,43.61,53.84,103.45,23.9,31.3,88.99,77.84
8/3/2011,43.18,53.79,102.76,23.93,30.27,87.59,77.72
8/4/2011,40.52,51.01,96.84,21.98,28.22,81.09,73.84
8/5/2011,40.93,51.65,97.61,22.03,27.88,78.58,74.82
8/8/2011,38.19,47.2,90.25,20.16,25.96,70.58,70.19
8/9/2011,39.99,49.22,93.4,21.56,27.8,76.14,71.64
8/10/2011,38.29,47.81,90.57,20.48,27.25,73.42,68.03
8/11/2011,39.7,49.95,94.07,21.62,28.93,77.4,71.58
8/12/2011,40.17,50.35,95.86,21.78,29.03,77.55,72
8/15/2011,41.65,51.44,99.1,22.65,29.85,80.66,74.29
8/16/2011,40.97,50.72,98.14,23.2,29.84,79.14,73.5
8/17/2011,40.9,50.94,97.68,24.08,29.94,78.94,74.16
8/18/2011,39.32,48.63,93.24,22.4,29.17,73.75,70.94
8/19/2011,38.46,48.48,93.29,22.72,28.79,71.91,69.8
8/22/2011,38.35,48.28,93.3,22.35,28.61,71.5,70.18
8/23/2011,39.83,50.09,97.33,23.12,29.46,73.82,73.66
8/24/2011,39.55,50.4,97.59,23.54,29.92,74.48,73.54
8/25/2011,37.47,49.38,95.96,22.76,29.49,72.48,71.77
8/26/2011,38.19,49.94,96.85,23.18,30.12,74.09,72.64
8/29/2011,39.25,51.67,98.74,24.04,31.04,76.22,74.12
8/30/2011,39.39,51.72,98.4,23.81,31.07,76.48,73.91
8/31/2011,39.39,51.89,98.84,24.09,31.03,78.17,74.02
9/1/2011,37.79,51.81,98.52,23.9,31.06,78.19,73.49
9/2/2011,36.53,50.65,96.41,23.37,30.01,74.39,72.14
9/6/2011,36.39,50.08,95.61,22.84,29.56,73.11,71.15
9/7/2011,37.29,51.31,99.29,23.17,30.36,77.13,73.65
9/8/2011,37.08,50.22,98.41,23.29,29.93,75.54,72.82
9/9/2011,36,48.96,95.19,22.26,29.09,72.7,71.01
9/12/2011,36.43,48.97,95.91,22.08,28.83,72.94,71.84
9/13/2011,36.45,49.37,95.93,22.11,29.33,73.97,71.65
9/14/2011,38.29,50.29,97.31,22.37,29.6,75.42,72.64
9/15/2011,39.52,51.01,99.26,23.15,29.87,78.99,74.01
9/16/2011,39.69,51.3,99.63,22.99,29.88,80.63,74.55
9/19/2011,38.61,50.9,98.71,22.37,29.74,77.71,73.7
9/20/2011,38.77,51.08,97.79,22.54,29.79,76.28,74.01
9/21/2011,36.9,49.51,94.27,21.77,29.07,74.34,71.97
9/22/2011,35.73,47.93,90.17,20.88,28.17,68.44,69.24
9/23/2011,35.86,47.65,90.01,20.87,28.18,67.56,69.31
9/26/2011,36.93,48.89,91.49,21.23,28.67,70.3,71.72
9/27/2011,37.94,48.99,93.54,21.3,29.57,71.98,72.91
9/28/2011,36.43,48.2,91.74,20.91,29.22,68.66,72.07
9/29/2011,37.01,49.07,94.39,21.32,29.62,68.5,73.88
9/30/2011,36.07,48.27,92.59,21.55,28.91,65.77,72.63
10/3/2011,35.22,46.49,89.88,20.67,28.25,61.82,71.15
10/4/2011,35.42,47.47,91.48,21.68,28.11,65.31,72.83
10/5/2011,36.7,48.74,94.66,22.03,28.81,68.23,73.95
10/6/2011,36.78,49.06,94.61,22.26,29.54,70.41,73.89
10/7/2011,37.11,48.91,94.4,22.28,29.73,68.45,73.56
10/10/2011,38.31,51.04,98.2,23.68,31.21,71.42,76.28
10/11/2011,38.36,51.09,97.6,23.37,30.89,69.87,76.27
10/12/2011,38.63,51.72,97.78,24.04,30.82,69.75,77.16
10/13/2011,38.75,51.11,97.79,24.05,30.72,69.95,76.37
10/14/2011,39.88,52.59,100.47,24.93,30.93,75.44,78.11
10/17/2011,40.17,52.1,98.61,24.27,31.09,73.93,77.47
10/18/2011,41.11,52.76,102.95,25.09,31.63,79.19,78.89
10/19/2011,40.78,53.03,102.24,24.14,31.46,79.52,78.43
10/20/2011,41.32,53.57,103.39,24.53,31.66,80.09,78.71
10/21/2011,42.35,54.76,105.53,25.52,32.24,82.03,80.13
10/24/2011,41.84,54.98,106.27,25.98,32.72,84.67,80.17
10/25/2011,43.52,53.88,104.5,25.59,32.31,82.82,79.44
10/26/2011,44.65,54.8,106.77,26,32.62,83.96,81.07
10/27/2011,45.32,56.14,109.26,26.59,33.6,87.3,81.88
10/28/2011,45.5,54.69,109.64,26.7,33.57,88.49,81.48
10/31/2011,44.18,53.1,105.05,25.43,33.29,83.9,78.09
11/1/2011,42.72,51.78,102.08,24.35,32.29,80.97,75.94
11/2/2011,43.41,52.68,104.54,24.87,33.11,91.16,77.37
11/3/2011,44.02,53.74,106.13,25.62,33.71,94.15,78.86
11/4/2011,43.85,53.9,106.43,25.54,33.94,93.17,78.52
11/7/2011,44,54.57,107.72,26.1,33.93,92.03,79.35
11/8/2011,44.7,55.45,108.86,26.48,34.13,88.59,79.76
11/9/2011,42.43,53.53,104.28,25.19,33.01,86.3,77.39
11/10/2011,43.1,54.46,105.5,25.57,33.78,92.12,78.7
11/11/2011,44.01,54.99,107.05,26.04,34.45,93.37,79.72
11/14/2011,43.57,54.66,106.17,25.96,34.23,93.03,78.96
11/15/2011,43.7,54.88,103.27,25.86,34.83,93.24,79.09
11/16/2011,43.51,53.18,101.05,25.25,34.78,94.27,78.25
11/17/2011,42.63,53.03,100.08,24.92,34.81,91.07,77.86
11/18/2011,42.48,52.81,97.88,25.03,34.87,89.82,77.9
11/21/2011,41.7,52.49,95.66,24.55,34.41,88.58,76.91
11/22/2011,41.12,51.94,96.42,24.62,34.5,87.51,76.03
11/23/2011,39.68,51.02,93.75,23.45,33.88,84.07,74.58
11/25/2011,39.41,50.42,92.29,23.31,34.02,83.44,73.9
11/28/2011,40.82,51.28,95.77,24.22,34.91,87.91,75.84
11/29/2011,41,51.94,97.39,24.51,35.26,89.38,76.93
11/30/2011,43.55,54.37,102.82,25.92,36.4,94.54,80.44
12/1/2011,42.75,54.7,101.83,25.55,36.41,93.74,79.79
12/2/2011,43.29,55.31,101.69,25.57,36.38,92.85,79.79
12/5/2011,43.57,55.51,102.82,25.76,36.72,93.38,80.45
12/6/2011,43.56,55.3,104.36,26.01,36.39,94.4,80.82
12/7/2011,43.03,55.2,104.52,26.17,36.31,92.32,81.08
12/8/2011,42.07,54.14,102.25,25.75,35.47,88.45,79.87
12/9/2011,42.71,54.85,104.25,26.65,36.55,91.16,81.34
12/12/2011,41.83,53.73,103.07,25.56,36.04,88.21,80.05
12/13/2011,41.63,53.25,103.62,25,36.06,87.03,80.53
12/14/2011,41.1,52.23,100.53,24.38,35.5,82.84,79.44
12/15/2011,41.39,52.06,99.67,24.69,36.1,82.81,80.03
12/16/2011,41.39,52.14,100.86,24.67,35.92,83.78,80.16
12/19/2011,40.49,51.72,99.72,24.42,36.13,81.38,79.53
12/20/2011,41.89,53.19,103.67,25.21,37.01,86.15,82
12/21/2011,41.74,53.84,105.43,25.16,37.46,87.48,83.12
12/22/2011,42.96,54.69,106.31,25.52,37.46,89.29,84.29
12/23/2011,43.28,55.21,107.5,25.69,37.86,88.51,85.22
12/27/2011,43.14,55.6,107.98,25.69,37.95,90.02,85.28
12/28/2011,42.36,54.75,105.96,25.29,37.6,87.83,84.18
12/29/2011,42.63,55.55,107.47,25.63,37.95,88.97,85.27
12/30/2011,42.74,55.55,106.4,25.61,37.95,89.48,84.76
1/3/2012,44.14,56.54,110.37,26.8,38.27,92.63,86
1/4/2012,44.75,56.27,110.18,26.35,38.24,93.56,86.02
1/5/2012,44.25,55.82,109.1,25.98,38.27,95.5,85.76
1/6/2012,44.08,55.39,108.31,25.79,38.17,94.01,85.12
1/9/2012,44.07,55.6,109.49,25.94,37.98,95.01,85.5
1/10/2012,44.39,55.86,109.06,25.82,38.59,97.66,85.72
1/11/2012,44.06,54.89,107.77,25.28,38.68,94.35,85.08
1/12/2012,44.2,53.94,104.97,25.52,38.37,96.56,84.74
1/13/2012,43.77,53.62,106.09,25,38.87,97.63,84.88
1/17/2012,44.24,53.97,106.72,24.88,38.53,99.15,85.69
1/18/2012,44.56,54.51,106.83,25.2,38.84,99.6,86.45
1/19/2012,44.71,54.33,106.93,25,38.73,100.89,87.03
1/20/2012,44.02,54.28,106.89,25,38.49,97.71,87.49
1/23/2012,44.63,53.79,107.01,25.39,38.49,100.09,87.47
1/24/2012,44.7,53.83,106.72,25.2,38.19,98.23,87.18
1/25/2012,44.9,53.35,107.73,25.52,38.37,101.49,87.22
1/26/2012,44.77,53,106.59,25.55,38.53,98.71,86.77
1/27/2012,43.7,52.91,103.96,25.55,37.25,97.42,85.83
1/30/2012,44.14,52.39,103.41,25.42,36.61,97.64,85.49
1/31/2012,45.91,52,103.12,25.26,36.4,99.3,83.74
2/1/2012,45.55,52.84,102.79,25.66,35.78,98.91,83.97
2/2/2012,45.53,53.29,103.69,25.51,35.41,102.66,83.53
2/3/2012,46.57,53.71,105.5,25.95,35.76,104.39,84.92
2/6/2012,46.87,54.37,106.67,25.94,35.78,105.74,85.75
2/7/2012,46.6,54.83,106.83,25.97,36.14,108.35,86.34
2/8/2012,46.97,55.08,106.76,26.68,35.87,109.84,85.32
2/9/2012,46.77,54.54,106.37,26.74,35.77,110.17,84.88
2/10/2012,46.35,55.08,105.28,27.1,35.46,109.17,83.8
2/13/2012,47.37,55.5,106.38,27.26,35.7,111.85,84.42
2/14/2012,46.47,56.11,106.49,27.14,35.57,110.79,84.67
2/15/2012,45.96,55.99,105,27.24,35.22,113.46,84.12
2/16/2012,46.65,55.48,106.52,27.54,36.06,114.88,85.41
2/17/2012,47.62,55.92,106.66,27.12,35.93,113.67,85.62
2/21/2012,47.16,56.28,108.41,26.91,36.45,113.76,86.57
2/22/2012,46.87,56.51,107.5,27.5,36.48,113.7,86.92
2/23/2012,47.27,57.03,108.35,27.72,36.84,114.7,87.02
2/24/2012,46.99,57.9,109.08,28.19,36.71,116.24,87.34
2/27/2012,47.54,58.26,109.63,28.48,36.48,113.9,87.23
2/28/2012,47.84,58.9,109.61,28.78,35.93,111.91,87.14
2/29/2012,47.16,58.36,109.12,28.48,36.17,109.64,86.5
3/1/2012,47.84,59.63,109.76,28.92,36.16,111.9,86.83
3/2/2012,47.5,59.19,109.61,28.66,36.24,108.4,86.33
3/5/2012,47.96,59.13,109.32,28.5,36.38,106.16,87.01
3/6/2012,46.23,58.28,108.85,27.33,36.13,103.27,85.86
3/7/2012,46.54,58.71,109.46,27.8,36.03,105.34,85.83
3/8/2012,47.11,58.87,110.03,28.68,36.16,107.7,84.83
3/9/2012,46.69,58.82,109.57,28.02,36.45,108.55,84.3
3/12/2012,46.72,58.93,110,28.02,36.98,106.96,85.55
3/13/2012,47.33,59.28,111.19,28.4,37.21,107.93,86.86
3/14/2012,46.7,59.09,110.69,27.76,36.73,106.4,86.02
3/15/2012,46.69,58.42,110.03,27.89,36.58,106.55,86.09
3/16/2012,46.83,58.84,110.28,28.08,36.27,110.01,86.44
3/19/2012,46.92,59.51,110.7,28.27,36.35,111.31,86.99
3/20/2012,46.22,59.13,109.08,27.69,36.26,106.35,86.6
3/21/2012,46,58.92,107.91,27.51,36.02,103.79,86.01
3/22/2012,45.3,57.85,105.35,26.93,35.68,100.69,85.33
3/23/2012,45.59,58.33,106.36,27.49,35.97,101.75,85.55
3/26/2012,46.23,58.97,107.84,28.08,36.16,105,87.03
3/27/2012,44.9,58.58,107.04,27.5,36.06,106.65,86.62
3/28/2012,44.7,57.92,105.89,27.11,35.82,105.36,85.86
3/29/2012,44.35,57.78,106.85,26.66,35.85,105.2,86.08
3/30/2012,45,57.94,107.21,27.11,35.74,111.59,86.73
4/2/2012,45.34,58.6,108.3,27.53,35.72,112.1,87.07
4/3/2012,44.51,58.17,107.14,26.98,35.85,111.93,85.83
4/4/2012,43.33,58.07,105.6,26.6,35.43,109.63,84.98
4/5/2012,43.37,57.45,104.75,26.42,35.5,109.6,84.82
4/9/2012,43.26,57.21,103.49,26.11,35.32,107.48,83.88
4/10/2012,42.3,56.18,101.45,25.45,34.74,105.12,82.17
4/11/2012,42.05,56.07,100.95,25.72,35.25,103.64,82.7
4/12/2012,42.96,56.82,102.59,26.11,35.22,107.83,83.6
4/13/2012,42.15,56.13,100.78,25.77,35.11,106.69,82.95
4/16/2012,42.51,56.28,101.51,26.06,35.02,104.6,84.01
4/17/2012,43.27,56.61,103.62,26.68,35.5,107.69,85.45
4/18/2012,43.2,55.87,103.39,26.59,35.43,105.72,85.75
4/19/2012,42.5,55.57,102.51,26.64,35.43,105.89,85.28
4/20/2012,41.99,55.56,102.52,26.6,36.26,104.98,85.3
4/23/2012,41.95,55.14,102.44,26.02,35.97,105.49,85.69
4/24/2012,41.91,54.8,103.03,26.38,36.2,106.71,86.31
4/25/2012,42.19,54.14,103.85,26.46,36.93,113.61,86.85
4/26/2012,43.29,55.03,106.22,26.86,37.19,115.64,86.07
4/27/2012,43.53,54.87,106.2,26.69,37.42,115.64,86.08
4/30/2012,43.41,54.61,106.56,26.91,37.6,115.82,86.34
5/1/2012,42.7,56.51,108.27,26.97,37.99,116.16,87.04
5/2/2012,42.36,54.59,107.03,26.52,37.91,112.64,86.2
5/3/2012,42.02,54.26,105.99,26.36,37.9,110.86,85.65
5/4/2012,40.96,53.17,103.72,25.71,37.92,106.93,84.57
5/7/2012,41.33,53.35,103.31,26.09,37.79,105.47,84.48
5/8/2012,40.42,54.31,102.84,25.48,37.56,103.88,84.02
5/9/2012,39.26,53.47,101.78,25.48,37.32,102.19,83.31
5/10/2012,39.78,54.22,103.36,25.74,37.96,104.23,82.84
5/11/2012,39.65,53.5,102.69,25.67,37.84,101.95,83.1
5/14/2012,38.86,52.93,101.94,25.23,37.04,98.76,82.12
5/15/2012,38.18,52.53,100.9,25.11,36.93,97.95,81.79
5/16/2012,38.18,52.32,100.1,24.97,36.88,97.66,82.17
5/17/2012,37.5,51.19,100.14,23.45,35.97,96.72,81.91
5/18/2012,37.1,50.82,98.46,22.97,35.71,95.36,81.47
5/21/2012,37.71,51.77,99.69,23.53,36.57,99.84,82.04
5/22/2012,37.85,51.67,99.32,23.28,36.85,100.68,81.95
5/23/2012,37.85,51.67,99,23.13,36.25,99.3,81.95
5/24/2012,38.23,52.14,100.06,23.02,36.62,98.03,82.61
5/25/2012,38.36,52.11,98.86,23.24,36.59,99.21,82.08
5/29/2012,38.11,53.27,100.24,23.29,37.07,102.71,81.93
5/30/2012,37.02,52.04,97.63,22.69,36.42,98.35,79.79
5/31/2012,36.46,52.16,98.31,22.7,36.33,96.7,78.63
6/1/2012,36.76,51.19,96.41,22.26,34.93,88.3,77.92
6/4/2012,36.58,51.3,96.58,22.27,34.57,86.82,77.83
6/5/2012,36.81,51.87,96.49,22.15,35.16,89.52,77.6
6/6/2012,38.19,53.58,99.8,22.82,36.17,94.53,80.18
6/7/2012,38.48,53.81,100.39,22.76,36.17,95.27,80.69
6/8/2012,38.1,53.97,100.84,22.76,36.14,94.29,80.84
6/11/2012,38.29,53.88,99.91,22.48,36.06,90.29,80.27
6/12/2012,39.02,54.71,100.74,22.9,36.81,92.76,81.26
6/13/2012,38.83,54.1,100.13,22.7,36.8,88.95,80.63
6/14/2012,39.39,54.68,101.92,22.89,37.08,88.17,82.13
6/15/2012,40.21,55.46,104.33,23.54,37.57,89.85,83.22
6/18/2012,39.52,55.07,103.46,23.28,38.02,87.05,83.11
6/19/2012,40.24,55.64,104.06,23.7,38.5,90.32,84.48
6/20/2012,39.99,54.44,103.63,23.88,38.11,86,84.97
6/21/2012,37.92,52.76,100.02,22.8,37.04,80.84,82.11
6/22/2012,38.37,53.41,100.44,22.9,37.29,83.13,82.11
6/25/2012,37.66,52.96,99.08,22.41,36.38,78.78,81.24
6/26/2012,37.81,53.64,100.95,22.42,36.1,80.69,82.4
6/27/2012,38.24,54.45,102.57,22.99,36.35,82.24,83.2
6/28/2012,38.53,54.53,103.46,22.85,36.38,83.31,83.1
6/29/2012,40.54,55.88,105.5,23.86,37.04,88.21,85.57
7/2/2012,40.69,55.73,105.86,24.26,37.41,86.72,85.34
7/3/2012,40.81,56.41,107.37,24.64,37.64,91.05,86.28
7/5/2012,40.35,55.28,106.03,23.8,37.57,88.04,85.57
7/6/2012,39.63,54.75,105.07,23.27,37.45,86.16,84.8
7/9/2012,39.67,54.33,104.46,23.27,37.29,85.98,83.65
7/10/2012,39.65,53.48,103.88,23.29,37,82.8,83.11
7/11/2012,40.29,54.36,104.85,23.48,37.06,85.08,84.38
7/12/2012,40.3,53.98,105.03,23.02,37.58,83.88,84.12
7/13/2012,40.95,54.98,106.01,23.38,37.9,85.05,85.47
7/16/2012,41.35,55.46,106.78,23.49,38,84.87,85.05
7/17/2012,41.69,56.28,107.43,23.61,38.39,88.36,85.73
7/18/2012,41.74,56.77,107.88,23.73,38.52,89.9,86.21
7/19/2012,41.86,56.37,108.84,23.96,38.61,93.49,86.21
7/20/2012,41.55,55.99,109.19,24.2,38.57,92.75,85.95
7/23/2012,40.4,55.05,107.95,23.8,38.48,88.71,85.21
7/24/2012,39.81,54.64,106.3,23.24,37.96,86.96,84.58
7/25/2012,39.88,53.24,106.06,23.27,37.75,87.79,85.24
7/26/2012,40.91,54.4,108.27,24.12,38.17,89.52,86.52
7/27/2012,41.55,54.97,109.26,24.28,39.68,92.36,87.45
7/30/2012,41.82,54.86,109.82,24.28,39.7,90.38,87.56
7/31/2012,39.9,54.44,109.58,23.79,38.97,88.63,86.85
8/1/2012,40.15,55.22,110.5,23.92,39.12,93.86,86.91
8/2/2012,39.95,54.65,109.25,23.66,38.56,92,85.88
8/3/2012,41.03,55.71,111.12,24.35,39.15,97.43,87.55
8/6/2012,41.47,55.89,111.31,24.46,39.39,96.87,87.45
8/7/2012,42.5,56.45,111.95,25.15,39.25,98.57,87.92
8/8/2012,42.24,57.17,112.14,25.19,39.08,99.43,88.28
8/9/2012,42.22,57.09,112.63,25.2,39.09,99.87,88.2
8/10/2012,42.4,57.28,113.55,25.25,39.18,98.29,88.44
8/13/2012,42.09,57.31,113.28,24.96,38.91,97.26,88.14
8/14/2012,42.18,57.35,113.32,25.05,38.84,97.18,88.2
8/15/2012,42.44,57.24,112.57,25.14,38.84,98.75,88
8/16/2012,42.75,57.55,113.32,25.2,38.98,100.07,88.67
8/17/2012,42.72,57.39,112.66,25.17,38.78,100.43,88.4
8/20/2012,42.69,57.03,112.52,25.23,38.87,98.31,87.95
8/21/2012,42.4,56.63,111.98,25.48,38.96,96.82,87.46
8/22/2012,42.64,56.68,112.15,25.46,38.95,97.38,87.73
8/23/2012,42.25,56.16,111.29,25.22,38.81,96.13,87.31
8/24/2012,42.19,56.36,112.01,25.16,39.04,98.65,88.05
8/27/2012,42.2,56.38,111.73,25.31,39.11,98.06,87.74
8/28/2012,42.18,56.46,112.35,25.45,38.93,98.37,88.1
8/29/2012,41.97,56.35,111.8,25.39,39.18,98.54,87.9
8/30/2012,41.91,56.11,110.93,25.21,38.96,96.14,87.2
8/31/2012,42.06,56.79,112.16,25.57,38.98,97.36,87.3
9/4/2012,41.63,56.21,111.22,25.49,39.4,97.26,87.12
9/5/2012,40.36,54.87,110.77,25.2,39.29,96.02,87.33
9/6/2012,41.18,55.79,113.03,25.72,39.9,99.31,88.99
9/7/2012,41.93,56.64,114,25.99,40.05,103.17,89.92
9/10/2012,42.04,56.18,113.96,25.69,40.18,103.2,89.48
9/11/2012,42.57,56.37,114.18,25.97,40.4,105.57,89.62
9/12/2012,42.58,56.54,114.48,25.82,40.54,106.57,89.55
9/13/2012,43.62,57.65,116.56,26.39,41.11,109.28,91.23
9/14/2012,43.86,58.21,117.25,26.99,41.23,113.16,92.3
9/17/2012,43.27,58.3,117.14,26.8,41.13,112.02,91.91
9/18/2012,42.87,57.82,116.97,26.52,40.94,108.72,91.65
9/19/2012,43.09,57.31,116.6,26.59,41.07,107.14,90.57
9/20/2012,43.29,57.59,117.85,26.42,41.13,106.52,91.52
9/21/2012,43,57.36,117.8,26.82,41.24,106.23,91.92
9/24/2012,43.26,57.96,117.78,26.59,41.86,104.08,91.88
9/25/2012,43.01,57.41,116.93,26.44,41.24,103.01,91.74
9/26/2012,42.37,57.01,116.3,25.93,41.85,101.58,91.23
9/27/2012,43.04,57.39,117.2,26.16,42.05,104.66,91.8
9/28/2012,42.36,57.18,116.56,25.79,42.29,104.4,91.45
10/1/2012,42.22,57.41,117.25,25.77,42.09,103.9,91.8
10/2/2012,42.71,57.37,117.96,25.9,42.11,104.67,91.72
10/3/2012,42.25,56.77,116.14,25.53,42.75,102.93,91.7
10/4/2012,42.57,57.4,117.15,25.53,42.99,104,92.22
10/5/2012,42.15,57.58,117.5,25.51,43.24,102.94,92.55
10/8/2012,42.26,57.62,117.62,25.6,42.96,102.59,92.68
10/9/2012,42.02,57.8,117.36,25.33,42.62,105.33,92.13
10/10/2012,41.79,57.24,112.45,25.24,42.07,102.56,91.03
10/11/2012,42.12,56.63,113.06,25.57,41.98,104.11,91.17
10/12/2012,41.84,56.17,112.07,25.54,41.85,102.15,91.03
10/15/2012,41.56,56.79,112.82,25.72,41.88,105.47,91.51
10/16/2012,42.3,57.62,114.09,26.11,42.27,108.36,92.38
10/17/2012,43.54,58.12,115.18,26.3,42.8,108.18,93.39
10/18/2012,43.53,58.27,114.66,26.19,42.38,107.78,93.48
10/19/2012,43.1,57.45,113.38,25.78,41.69,105.3,92.15
10/22/2012,42.65,57.04,112.74,25.74,41.28,104.84,92.19
10/23/2012,41.4,56.06,109.38,24.74,40.97,102.55,90.18
10/24/2012,41.77,55.95,109.71,24.53,41.31,101.65,89.88
10/25/2012,41.77,57.16,110.96,24.73,41.37,104.27,90.43
10/26/2012,41.73,57.31,111.18,24.65,41.27,103.63,90.62
10/31/2012,42.89,57.85,110.24,24.55,41.41,105.65,91.17
11/1/2012,43.02,58.42,111.46,24.71,40.95,109.34,91.6
11/2/2012,42.54,57.65,108.37,24.38,40,105.96,90.27
11/5/2012,42.24,57.53,109.19,24.42,39.7,107.77,90.63
11/6/2012,43.1,58.22,110.36,24.43,40.1,109.1,91.61
11/7/2012,41.85,56.77,107.51,24.06,39.61,105.56,88.18
11/8/2012,40.81,55.86,105.87,23.8,39.07,102.35,87.07
11/9/2012,40.84,55.67,105.84,24,39.33,103.9,87.21
11/12/2012,40.95,55.64,105.93,23.99,38.68,102.74,87.32
11/13/2012,40.54,55.35,105.28,23.62,38.98,103.63,86.47
11/14/2012,40.16,54.77,102.5,23.64,39.05,101.79,86.07
11/15/2012,40.3,54.59,101.62,23.65,39.09,102.82,86.14
11/16/2012,40.03,55.03,102.4,23.58,39.97,102.78,86.45
11/19/2012,41.23,55.73,104.35,24.36,40.18,105.15,87.67
11/20/2012,41.22,55.63,103.56,24.17,40.31,105.52,87.5
11/21/2012,41.6,56.05,104.1,24.23,40.27,106.22,88.01
11/23/2012,42.02,56.67,105.47,24.66,40.25,107.99,89.09
11/26/2012,41.6,56.8,104.99,24.69,40.21,106.35,88.62
11/27/2012,41.35,56.18,103.38,24.24,39.9,104.83,87.35
11/28/2012,41.48,57.06,105.58,24.35,39.29,104.74,88.1
11/29/2012,41.3,56.98,105.79,24.4,38.84,106.64,88.12
11/30/2012,41.76,56.94,105.69,24.39,39.28,107,88.14
12/3/2012,41.19,57.17,104.66,24.14,39.08,104.83,87.61
12/4/2012,41,56.84,103.96,24.23,39,102.39,87.19
12/5/2012,41.31,57.18,105.17,24.13,38.88,104.85,87.73
12/6/2012,41.31,57.35,106.45,24.21,38.23,103.25,88
12/7/2012,41.07,57.94,106.99,24.13,37.64,102.95,88.6
12/10/2012,40.99,57.88,106.96,24.26,37.6,101.7,88.41
12/11/2012,41.17,58.12,107.74,24.52,38.25,104.23,88.99
12/12/2012,41.62,58.2,108.08,24.79,38.16,105.6,89.45
12/13/2012,41.47,57.88,107.91,24.62,37.79,103.18,88.58
12/14/2012,41.39,57.69,107.82,24.58,37.56,102.95,88.08
12/17/2012,41.71,58.28,108.68,24.68,38.27,104.52,88.87
12/18/2012,42.02,59.3,110.1,24.94,38.1,107.75,89.56
12/19/2012,42.11,59.2,109.91,25.08,38.04,107.22,88.44
12/20/2012,42.23,59.28,110.38,25.02,38.39,108.79,88.89
12/21/2012,42.12,58.61,109.71,24.95,38,108.52,87.23
12/24/2012,41.72,58.44,108.63,24.75,37.85,107.63,86.92
12/26/2012,41.68,57.95,108.46,24.81,37.12,106.3,87.07
12/27/2012,41.62,57.9,108.52,24.99,36.91,104.95,86.86
12/28/2012,41.22,57.07,106.45,24.7,36.83,102.41,85.1
12/31/2012,41.64,57.99,108.14,25.04,37.43,106.59,86.55
1/2/2013,42.42,59.21,110.39,25.6,38.62,109.75,88.71
1/3/2013,43.27,59.17,109.92,25.36,38.52,111.32,88.55
1/4/2013,43.66,59.83,110.5,25.46,38.84,113.17,88.96
1/7/2013,43.4,59.17,109.75,25.15,38.79,112.13,87.93
1/8/2013,43.4,58.37,109.26,25.15,39.07,112.41,88.48
1/9/2013,44.27,58.25,109.54,25.24,38.81,111.2,88.14
1/10/2013,45.01,58.5,110.47,25.6,39.26,112.56,89.1
1/11/2013,44.48,58.27,111.73,25.55,39.32,111.85,89.61
1/14/2013,44.34,58.47,112.85,25.72,39.47,111.74,89.58
1/15/2013,44.44,59.03,113.44,25.72,39.72,110.86,89.53
1/16/2013,44.08,58.88,113.97,25.74,39.74,113,89.47
1/17/2013,44.16,59.14,114.74,25.78,40.6,114.14,90.2
1/18/2013,44.04,59.27,115.24,25.79,41.09,113.73,90.8
1/22/2013,43.74,59.98,115.91,25.73,41.27,114.41,90.92
1/23/2013,44.27,59.55,115.01,26.04,41.42,112,90.7
1/24/2013,44.11,60.41,115.5,26.26,41.45,113.87,91.35
1/25/2013,43.93,61.06,116.2,26.44,41.51,115.61,91.73
1/28/2013,44.35,60.75,116.04,26.24,41.47,114.99,91.11
1/29/2013,45.21,61.66,117.21,26.51,41.54,117.37,91.76
1/30/2013,44.92,61.09,116.45,26.55,41.09,116.21,90.67
1/31/2013,44.52,58,115.15,26.53,41.16,117.54,89.97
2/1/2013,44.77,58.82,116.5,27,41.43,119.92,90.04
2/4/2013,43.61,58.03,115.2,26.47,41.21,119.67,89.15
2/5/2013,44.2,57.72,115.81,26.63,41.38,121.62,89.74
2/6/2013,43.99,57.59,115.91,26.44,41.69,125.11,89.79
2/7/2013,43.16,57.63,115.02,26.39,41.86,124.54,88.25
2/8/2013,43.17,57.87,115.64,26.31,41.86,128.97,88.61
2/11/2013,43.01,57.59,115.64,26.19,41.85,128.55,88.28
2/12/2013,43.34,58.25,116.5,26.26,42.17,128.5,88.46
2/13/2013,42.45,58.61,115.53,26.25,41.98,126.76,88.67
2/14/2013,42.26,57.92,115.71,26.01,41.68,130.05,88.52
2/15/2013,41.95,57.02,114.96,25.7,41.8,130.56,88.36
2/19/2013,41.56,58.6,115.92,26.14,41.98,132.45,89.32
2/20/2013,40.8,57.67,114.99,25.65,41.46,127.84,88.97
2/21/2013,40.79,58.11,114.99,25.35,41.02,125.52,88.59
2/22/2013,41.83,58.2,115.96,25.35,41.51,127,89.2
2/25/2013,40.4,56.89,113.54,24.7,40.45,121.09,87.7
2/26/2013,40.59,57.75,114.96,25.11,38.82,124.28,88.51
2/27/2013,40.69,58.04,116.65,25.34,39.52,126.1,89.53
2/28/2013,40.4,57.95,117.15,24.93,39.39,125.81,89.55
3/1/2013,40.33,58.28,116.9,24.79,39.07,123.69,89.43
3/4/2013,40.29,57.62,117.49,24.73,39.58,123,88.95
