Date,BP,COP,CVX,EQNR,OKE,PXD,XOM
3/5/2013,40.48,57.66,117.93,24.88,39.68,125.23,89.61
3/6/2013,40.71,58,118.47,24.9,39.71,125.11,89.56
3/7/2013,40.65,57.86,118.56,24.97,39.65,127.65,88.71
3/8/2013,40.39,58.39,118.57,24.87,39.61,127.64,88.97
3/11/2013,40.6,58.44,118.73,24.97,39.53,127.67,89.16
3/12/2013,40.41,58.73,118.25,24.97,39.57,127.11,89.16
3/13/2013,40.19,58.78,118.36,24.61,39.54,126.29,89.26
3/14/2013,41,59.52,120,24.45,39.6,127.62,89.83
3/15/2013,41.08,59.07,119.68,24.52,39.37,129.31,89.37
3/18/2013,40.66,59.15,119.13,24.23,39.16,126.99,88.77
3/19/2013,41,59.31,119.46,24.27,39.28,124.02,88.58
3/20/2013,40.82,60.44,120.35,24.21,40.27,124.46,88.63
3/21/2013,40.89,60.94,120.34,24.3,40.3,121.83,88.17
3/22/2013,42,60.91,121.18,24.56,40.46,122.73,89.29
3/25/2013,41.96,60.21,120.18,24.28,40.74,122.12,89.02
3/26/2013,42.32,60.44,120.98,24.42,40.71,126.07,90.13
3/27/2013,42.26,60.38,120.19,24.4,40.57,126.25,90.58
3/28/2013,42.35,60.1,118.82,24.62,41.73,124.25,90.11
4/1/2013,42.01,60.48,119.61,24.58,42.42,122.91,90.77
4/2/2013,42.14,60.04,119,24.27,42.44,123.48,90.58
4/3/2013,41.9,59.28,117.78,24.16,41.71,120.93,89.93
4/4/2013,41.28,58.88,118.07,24.06,42.01,117.82,89.77
4/5/2013,41.52,58.54,117.52,24.18,41.79,118.59,89.01
4/8/2013,41.22,59.31,117.81,24.3,42.57,121.38,88.6
4/9/2013,41.75,59.78,118.64,24.42,42.64,123.2,88.77
4/10/2013,41.57,60.25,119.64,24.41,42.77,122.9,88.68
4/11/2013,41.78,60.16,120.95,24.16,42.55,123.52,89.22
4/12/2013,41.57,59.36,119.94,23.97,43.25,118.61,88.99
4/15/2013,40.96,57.24,116.57,23.14,42.49,110.17,86.49
4/16/2013,41.15,57.44,117.01,23.63,43.77,113.61,86.61
4/17/2013,40.23,56.81,114.81,22.91,43.2,111.59,86.08
4/18/2013,41.09,57.32,115.59,23.07,43.7,112.35,86.62
4/19/2013,40.99,57.49,115.9,23.45,44.95,110.59,87.45
4/22/2013,41.15,57.39,116.57,23.37,45.64,112.71,88.09
4/23/2013,41.62,57.78,117.48,23.17,45.37,113.78,89.3
4/24/2013,42.08,58.26,118.28,23.39,45.08,115.72,89.43
4/25/2013,42.28,58.37,118.51,23.65,45.05,117.49,88.07
4/26/2013,42.2,58.91,120.04,23.65,44.49,118.12,88
4/29/2013,42.63,59.9,121.32,23.9,44.81,121.01,88.21
4/30/2013,43.6,60.45,122.01,24.5,44.96,122.23,88.99
5/1/2013,43.32,60.01,120.27,24.21,41.91,118.97,87.51
5/2/2013,43.53,60.96,122.04,23.45,41.24,126.31,88.63
5/3/2013,43.96,61.92,123.49,23.89,41.23,129.64,90.02
5/6/2013,43.97,62.22,123.25,23.71,41.31,133.54,90.58
5/7/2013,44.07,62.84,123.04,23.61,41.91,137.79,91.15
5/8/2013,43.64,62.59,123.36,24.06,42.07,138.07,91.7
5/9/2013,43.27,62.58,123.64,23.93,41.99,136.97,91.03
5/10/2013,43.18,62.23,123.23,23.9,41.95,137.13,90.14
5/13/2013,43.02,62,122.85,23.85,41.82,137.72,90.1
5/14/2013,43.11,63.06,125,23.83,42.55,139.95,91.11
5/15/2013,42.98,62.42,123.01,23.48,42.93,138.83,91.24
5/16/2013,42.75,62.43,122.76,23.19,42.46,138.58,90.7
5/17/2013,42.96,63.31,123.42,22.41,43.12,142.25,91.76
5/20/2013,43.4,64.03,124.78,22.51,43.26,140.15,92.52
5/21/2013,43.56,64.31,125.94,22.46,43.2,138.97,92.8
5/22/2013,43.28,62.74,124.93,22.6,42.19,143.53,92.19
5/23/2013,43.73,62.79,125.4,22.43,41.64,144.02,91.79
5/24/2013,43.52,62.53,125.45,22.76,41.28,141.2,91.53
5/28/2013,43.6,62.84,126.43,22.64,41.27,145.24,92.38
5/29/2013,43.65,62.78,125.49,22.77,40.14,144.65,92.08
5/30/2013,43.67,62.28,125.11,22.85,39.91,144.47,92.09
5/31/2013,42.91,61.34,122.75,22.52,39.52,138.68,90.47
6/3/2013,43.42,62.09,124.09,22.75,39.61,140.83,91.46
6/4/2013,43.24,61.68,122.96,22.78,38.64,140,90.79
6/5/2013,42.87,61.62,121.57,22.52,37.83,138,89.65
6/6/2013,43.15,61.91,120.59,22.7,38.58,142.02,90.23
6/7/2013,42.95,62.32,121.7,22.38,39.15,144.29,91.45
6/10/2013,43.28,62.2,122.69,22.45,38.43,145.56,91.12
6/11/2013,43.09,61.91,121.45,21.98,38.37,143.13,90.46
6/12/2013,42.77,60.88,119.97,21.91,37.92,142.88,89.74
6/13/2013,43.09,61.65,121.66,22.1,39.07,146.95,91.33
6/14/2013,42.84,61.03,120.28,22.07,38.82,146.62,90.58
6/17/2013,43.26,61.94,121.22,22.25,38.84,152.32,91.51
6/18/2013,43.29,62.1,121.52,22.27,39.02,154.65,91.93
6/19/2013,42.6,61.71,120.5,21.85,37.57,153.06,91
6/20/2013,41.68,60.28,117.95,21.01,36.03,146.29,89.05
6/21/2013,41.72,60.36,118.93,20.97,36.31,144.61,89.48
6/24/2013,41.52,59.35,116.82,20.14,36.08,145.24,88.48
6/25/2013,41.68,59.83,117.45,20.54,36.24,148.01,89.11
6/26/2013,41.83,60.33,118.15,20.53,36.24,147.17,89.8
6/27/2013,41.78,60.34,118.71,20.8,36.58,146.71,90.04
6/28/2013,41.74,60.5,118.34,20.69,36.17,144.75,90.35
7/1/2013,41.64,61.23,119.08,20.86,35.86,148.73,90.3
7/2/2013,41.38,61.79,119.15,20.73,35.39,149.9,90.64
7/3/2013,41.18,61.84,119.08,20.74,35.18,148.75,90.69
7/5/2013,41.17,62.31,120.51,20.43,35.02,152.55,91.57
7/8/2013,41.28,63.04,121.24,20.76,36.26,150.6,92.25
7/9/2013,41.65,63.5,123.27,20.82,37.32,153.49,93.34
7/10/2013,42.12,63.53,122.9,21.03,37.51,152.08,92.82
7/11/2013,42.54,64.32,123.77,21.61,37.61,153.45,93.27
7/12/2013,42.19,64.84,124.06,21.43,37.79,153.43,93.4
7/15/2013,42.14,65.26,124.68,21.54,38.46,152.51,93.25
7/16/2013,42.54,64.95,124.12,21.76,38.2,152.59,93.3
7/17/2013,42.55,65.56,124.35,22.14,38.04,153.41,93.46
7/18/2013,42.71,65.3,125.47,22.18,38.02,156.23,94.38
7/19/2013,43.01,66,126.91,22.26,38.13,157.84,95.17
7/22/2013,43.2,65.83,127.03,22.35,38.27,155.86,94.83
7/23/2013,43.55,66.12,127.26,22.55,38.3,155.1,95.2
7/24/2013,43.44,65.59,126.37,22.36,37.5,153,94.99
7/25/2013,43.69,65.71,127.76,22.11,47.07,154.76,94.97
7/26/2013,43.58,65.72,127.56,21.79,45.66,154.78,94.79
7/29/2013,43.12,65.18,126.17,21.66,45.59,154.89,94.03
7/30/2013,41.74,64.83,125.78,21.48,45.37,153.33,93.81
7/31/2013,41.44,64.86,125.89,21.59,46.36,154.76,93.75
8/1/2013,41.72,66.09,126.44,21.32,46.42,174.15,92.73
8/2/2013,41.93,67.23,124.95,21.45,46.02,181.21,91.95
8/5/2013,41.97,67.19,123.99,21.3,45.78,180.08,91.59
8/6/2013,41.84,67.09,123.14,21.26,46.08,176.67,91.47
8/7/2013,41.23,66.52,123.33,21.28,46.16,175.67,91.34
8/8/2013,41.28,67.09,123.07,21.5,46.28,176.35,91.78
8/9/2013,41.27,66.83,122.5,21.8,45.9,175.62,90.72
8/12/2013,41.08,66.1,121.8,21.53,45.52,174.19,89.89
8/13/2013,41.39,66.9,122.5,21.56,45.1,174.06,89.4
8/14/2013,41.34,67.16,122.05,21.91,44.87,169.96,88.95
8/15/2013,41.27,67.62,120.25,21.72,43.99,169.15,88.16
8/16/2013,41.32,67.38,119.88,21.7,43.9,170.29,87.91
8/19/2013,41.1,65.83,118.66,21.8,44.02,166.36,86.92
8/20/2013,40.9,65.98,118.29,21.55,44.6,167.64,86.83
8/21/2013,40.53,65.52,117.7,21.09,44.51,166.78,86.42
8/22/2013,40.91,66.15,118.29,21.12,45.25,170.34,86.98
8/23/2013,41.51,66.55,119.53,21.58,45.46,172.2,87.52
8/26/2013,41.36,66.31,118.84,21.43,45.51,172.96,87.09
8/27/2013,41.47,66.02,118.81,21.81,45.34,171.1,86.82
8/28/2013,42.12,66.77,121.81,22.65,45.42,176.77,88.84
8/29/2013,41.64,66.16,120.37,22.2,45.6,173.78,87.27
8/30/2013,41.3,66.3,120.43,21.95,45.03,174.97,87.16
9/3/2013,41.33,66.79,120.55,22.25,44.74,179.8,87.15
9/4/2013,41.41,67.66,120.86,22.3,45.09,182,87.76
9/5/2013,41.55,67.77,121.37,22.14,44.8,182,87.35
9/6/2013,41.82,68.2,121.21,22.4,44.89,180.86,87.25
9/9/2013,41.89,68.87,122.22,22.45,45.45,182.21,88.04
9/10/2013,42.02,68.66,123.01,22.29,45.94,180.99,87.82
9/11/2013,42.29,69.16,123.92,22.67,45.02,186.36,88.84
9/12/2013,42.1,68.78,123.89,22.64,44.88,186.81,87.98
9/13/2013,41.94,69.19,124.14,22.75,44.75,184.83,88.4
9/16/2013,42.12,69.34,124.08,22.68,45.09,185,88.67
9/17/2013,42.02,69.7,124.34,22.59,45.7,184.6,88.94
9/18/2013,42.42,70.56,125.82,22.95,47.4,187.57,89.58
9/19/2013,42.33,70.84,125.44,23.09,47.21,185.81,89.28
9/20/2013,42.46,71,124.92,22.68,46.5,182.74,88.66
9/23/2013,42.27,70.58,125.52,22.78,46.88,182.8,87.75
9/24/2013,42.28,70.4,124.49,22.8,46.69,184.55,87.36
9/25/2013,42.39,70.32,124.07,22.67,46.68,186.13,87.14
9/26/2013,42.66,70.23,123.49,23,46.88,188.23,87.07
9/27/2013,42.8,70.31,122.64,22.93,46.43,188.78,86.9
9/30/2013,42.03,69.51,121.5,22.68,46.68,188.8,86.04
10/1/2013,41.85,70.04,121.32,22.62,46.9,194.46,86
10/2/2013,42.11,70.36,120.83,22.59,46.88,195.47,86.08
10/3/2013,42.39,70.17,118.25,22.59,46.66,197.03,85.5
10/4/2013,42.28,70.97,118.13,22.71,47.17,201.35,86.32
10/7/2013,42.11,70.88,117.87,22.49,46.59,196.02,85.9
10/8/2013,41.71,70.17,116.73,22.23,46.16,192.05,85.51
10/9/2013,41.54,69.77,116.13,22.23,46,190.01,85.16
10/10/2013,41.9,71.08,116.38,22.5,47.58,192.71,86.04
10/11/2013,42.15,71.71,117.67,22.58,48.1,195,86.95
10/14/2013,42.6,71.96,118.58,22.7,48.19,195.01,87.6
10/15/2013,42.5,71.89,118.15,22.73,47.43,199.72,86.79
10/16/2013,42.57,72.96,119.16,22.72,47.48,211.86,87.31
10/17/2013,43,73.41,119.52,23.06,48.04,215.78,87.48
10/18/2013,43.33,73.43,119.65,23.31,48.12,224.95,87.55
10/21/2013,43.57,73.05,119.82,23.51,48.08,220.16,87.23
10/22/2013,43.6,73.26,120.64,23.58,48.82,208.51,87.98
10/23/2013,43.39,72.39,120.13,23.39,49.07,205.02,87.61
10/24/2013,43.58,73.39,120.56,23.64,49.32,209.88,88.42
10/25/2013,43.66,74.06,120.59,24.18,49.37,210.77,87.97
10/28/2013,43.72,73.89,120.91,23.91,49.72,206.87,88.23
10/29/2013,45.9,74.34,121.5,24.11,50.23,213.67,88.93
10/30/2013,46.29,73.25,120.3,23.83,49.75,208.9,88.81
10/31/2013,46.5,73.33,119.96,23.63,49.46,204.78,89.62
11/1/2013,46.55,73.09,118.01,23.61,49.38,205.29,89.82
11/4/2013,46.93,73.33,118.1,23.74,50,213.41,92.1
11/5/2013,46.99,72.57,118.45,23.51,49.08,210.36,91.99
11/6/2013,46.82,73.9,121.14,23.77,50.62,198.55,93.22
11/7/2013,46.1,72.51,119.91,23.23,49.91,186.16,91.96
11/8/2013,46.09,73.69,121.19,22.93,50.69,189.83,92.73
11/11/2013,46.08,73.56,121.08,22.93,50.62,188.38,92.96
11/12/2013,45.91,72.82,120,22.44,49.94,182.75,92.67
11/13/2013,46.45,73.34,120.09,22.56,50.13,195.44,92.59
11/14/2013,46.58,73.68,119.56,22.85,50.21,195.36,93.22
11/15/2013,47.18,73.3,120.06,23.2,50.6,194.55,95.27
11/18/2013,46.92,72.31,120.56,23.03,50.4,186.04,95.45
11/19/2013,46.95,72.26,122.06,23.1,49.97,183.4,95.42
11/20/2013,46.99,72.25,122,22.8,50.02,183.13,94.68
11/21/2013,47.35,73.34,123.46,22.91,50.36,186.72,94.69
11/22/2013,48.03,74.02,124.03,23.01,51.61,186.68,95.01
11/25/2013,47.47,72.81,123.74,22.68,51.89,181.04,95.09
11/26/2013,47.14,72.93,122.78,22.61,51.47,183.54,94.27
11/27/2013,46.9,72.62,122.42,22.55,51.28,178.91,93.8
11/29/2013,47.01,72.8,122.44,22.54,50.84,177.75,93.48
12/2/2013,46.65,72.57,122.34,22.5,50.14,178.11,93.52
12/3/2013,46.58,72.47,122.52,22.82,52.1,181.4,94.39
12/4/2013,46.77,71.41,121.77,22.56,52.63,185.27,94.67
12/5/2013,46.44,70.84,121.1,22.58,51.92,184.44,94.13
12/6/2013,46.8,70.77,122.29,22.66,52.25,177.21,95.65
12/9/2013,46.92,70.44,123.34,22.87,51.62,177.44,95.84
12/10/2013,46.57,70.31,123.66,23.12,51.41,178.66,95.71
12/11/2013,46.7,69.11,122.1,22.76,51.05,176.43,94.26
12/12/2013,46.17,69.48,120.99,22.49,51.34,179.08,95.36
12/13/2013,45.69,69.43,119.9,22.53,51.35,179.75,95.31
12/16/2013,46.03,69.79,120.22,22.78,51.38,179.52,97.22
12/17/2013,45.52,69.06,118.74,22.99,51.64,182.43,96.75
12/18/2013,46.22,69.4,121.6,23.27,52.07,183.95,99.54
12/19/2013,46.61,69.08,123.22,23.36,51.74,187.55,99.43
12/20/2013,46.86,69.88,122.78,23.3,52.31,187.29,98.68
12/23/2013,47.41,69.56,122.8,23.7,52.19,185.19,98.51
12/24/2013,47.59,69.93,123.51,23.75,52.54,183.84,99.22
12/26/2013,47.97,70.19,124.81,23.88,52.61,186.32,100.9
12/27/2013,48.27,70.39,125.23,23.99,53.3,187.58,101.51
12/30/2013,48.2,69.91,124.23,23.95,53.66,181.7,100.31
12/31/2013,48.61,70.65,124.91,24.13,54.44,184.07,101.2
1/2/2014,47.98,69.78,124.14,23.69,53.56,176.53,99.75
1/3/2014,47.87,69.96,124.35,23.72,53.68,176.05,99.51
1/6/2014,48,70.26,124.02,23.67,54.1,174.06,99.66
1/7/2014,48.55,70.37,125.07,23.87,54.7,175.17,101.07
1/8/2014,48.73,69.69,123.29,23.89,55.21,175.37,100.74
1/9/2014,48.85,69.46,123.29,23.83,55.5,171.52,99.76
1/10/2014,49.2,68.87,121.01,24.67,56.34,169.75,100.52
1/13/2014,48.15,67.74,119.25,24.56,55.43,164.78,98.55
1/14/2014,48.34,68.32,119.57,24.91,56.45,172.17,99.12
1/15/2014,48.1,68.08,119.18,24.94,56.78,172.96,98.78
1/16/2014,47.91,67.83,118.83,25.01,58.28,175.52,98.94
1/17/2014,48.2,67.51,119.29,24.67,58.77,174.7,99.16
1/21/2014,48.53,68.26,120.36,25,59.64,179.73,98.5
1/22/2014,49.04,68.37,120.43,24.94,59.56,183.99,97.88
1/23/2014,48.63,67.85,118.39,24.89,58.94,179.74,96.97
1/24/2014,47.75,66.57,116.29,24.07,57.22,172.73,94.85
1/27/2014,47.25,65.86,116.43,24.12,57.32,171.27,94.92
1/28/2014,47.48,66.21,116.84,24.45,57.92,174.49,95.65
1/29/2014,47.27,65.82,116,24.08,58.45,167.69,95.11
1/30/2014,47.41,65.75,116.45,24.19,58.77,172.39,93.99
1/31/2014,46.89,64.95,111.63,23.71,59.96,169.32,92.16
2/3/2014,46.11,63.86,111.14,23.37,57.92,165.21,90.05
2/4/2014,46.27,63.71,110.83,23.62,60.67,171.91,90.02
2/5/2014,46.04,63.46,109.52,23.62,59.37,174.95,89.58
2/6/2014,47.32,64.3,111.27,23.94,59,180.18,89.8
2/7/2014,47.61,64.97,112.05,25.4,59.08,185.06,90.58
2/10/2014,47.5,64.58,111.69,25.17,58.85,186.93,89.52
2/11/2014,48.61,65.57,113.58,25.67,59.29,180.66,90.84
2/12/2014,48.38,65.22,112.03,26,59.86,180.17,91.08
2/13/2014,48.45,64.71,112.51,25.8,60.05,179.5,91.43
2/14/2014,48.81,65.53,113.48,26.12,59.96,185.3,94.11
2/18/2014,49.41,65.37,112.71,26.48,60.67,189.88,94.07
2/19/2014,49.33,65,113.6,26.41,60.85,188.04,93.95
2/20/2014,49.86,64.92,114.6,26.31,60.98,189.6,95.37
2/21/2014,49.81,64.68,112.68,26.37,60.71,187.08,95.03
2/24/2014,50.27,66.42,114.15,26.52,61.23,194.74,96.44
2/25/2014,50.67,66.52,114.97,26.38,58.81,193.4,96.31
2/26/2014,50.42,66.13,115.51,26.26,59.04,191.83,95.79
2/27/2014,50.41,66.25,115.69,26.24,58.98,195,95.84
2/28/2014,50.61,66.5,115.33,26.34,59.14,201.18,96.27
3/3/2014,49,66.31,114.84,27.01,58.87,202.49,95.5
3/4/2014,49.34,66.5,115.32,26.91,59.68,204.51,96.52
3/5/2014,48.82,66.3,114.43,26.87,59.37,198.87,93.8
3/6/2014,48.79,66.39,114.85,27.17,59.21,198.32,93.76
3/7/2014,48.43,66.51,115.08,26.87,58.96,196,94.99
3/10/2014,48.44,66.89,115.84,27.18,58.78,194.92,95.5
3/11/2014,48.22,66.53,114.51,27.13,58.15,188.58,94.01
3/12/2014,48.21,66.54,115.65,27.12,58.68,186.68,94.21
3/13/2014,47.59,66.32,114.45,27.14,58.33,182.89,93.64
3/14/2014,47.69,66.6,114.1,27.55,58.8,186.27,93.47
3/17/2014,47.66,67.29,115.07,27.84,59.59,185.57,94.32
3/18/2014,47.56,68.1,116.24,27.59,60.23,188.1,94.71
3/19/2014,47.32,67.5,115.2,27.2,59.5,185.47,93.73
3/20/2014,46.52,67.9,115.51,27.1,59.41,184.54,94.58
3/21/2014,46.51,67.48,115.63,27.46,59.43,186.09,94.31
3/24/2014,46.7,67.56,115.85,27.89,58.54,181.85,94.64
3/25/2014,47.01,68.39,117.09,27.96,58.4,180.94,94.91
3/26/2014,46.97,68.6,117.71,27.76,57.78,179.91,94.7
3/27/2014,47.57,69.29,117.67,28.51,58.4,185.44,96.24
3/28/2014,48.37,70.35,118.5,28.25,58.49,188.85,97.7
3/31/2014,48.1,70.35,118.91,28.22,59.25,187.14,97.68
4/1/2014,48.44,70.31,119,28.1,59.14,185.71,97.73
4/2/2014,48.44,70.89,119.35,28.08,59.87,193.13,97.95
4/3/2014,48.32,70.2,119.04,27.96,59.63,192.78,97.93
4/4/2014,48.45,70.22,118.8,28.11,59.77,188.95,97.36
4/7/2014,48.11,69.48,117.34,27.6,58.48,181.6,96.78
4/8/2014,47.96,70.07,117.8,27.69,58.75,185.89,97.45
4/9/2014,48.78,71.54,119.1,28.08,59.56,188.39,97.33
4/10/2014,48.28,69.71,116.69,27.85,58.61,183.62,96.78
4/11/2014,47.45,70.87,117.03,27.8,58.51,186.27,96.72
4/14/2014,47.54,71.51,118.7,28.34,58.92,190.9,97.86
4/15/2014,47.77,72.94,120.3,28.76,59.41,195.75,98.68
4/16/2014,48.39,73.78,121.83,28.92,60.82,200.31,99.94
4/17/2014,48.88,74.77,123.68,29.18,61.03,203.31,100.42
4/21/2014,49.03,74.6,124.24,29.2,61.7,199.99,100.93
4/22/2014,49.04,74.17,124,28.94,62.49,198.11,100.37
4/23/2014,48.81,74.02,124.69,28.49,62.21,197.32,100.5
4/24/2014,49.39,74.49,124.3,28.7,62.2,197.32,100.01
4/25/2014,49.72,74.4,123.99,28.65,62.69,192.03,100.41
4/28/2014,49.04,74.65,125.73,28.81,62.42,191.36,101.17
4/29/2014,50.29,74.68,125.97,29.97,62.8,196.08,101.45
4/30/2014,50.62,74.31,125.52,30.47,63.22,193.27,102.41
5/1/2014,50.4,75.03,124.94,30.48,63.29,193.11,101.41
5/2/2014,50.87,76.52,124.72,30.66,63.18,196.13,102.01
5/5/2014,50.81,76.89,125.36,30.58,63.73,198.25,102.91
5/6/2014,51.12,77.08,124.97,31.13,63.2,198.12,102.67
5/7/2014,51.02,78.11,126.23,31.42,64.61,208.2,103.11
5/8/2014,50.78,77.01,125.09,31.28,62.94,203,102.32
5/9/2014,50.56,77.64,125.03,31.25,61.89,201.03,101.95
5/12/2014,50.7,78.41,125.24,31.14,62.12,204.35,102.23
5/13/2014,50.51,78.64,125.85,31.17,61.88,205.22,102.36
5/14/2014,50.43,78.53,126.42,31.24,63.11,204.81,102.29
5/15/2014,50.9,78.11,123.81,29.9,62.59,202.3,100.78
5/16/2014,51.3,78.06,123.18,30.15,62.5,202.52,100.74
5/19/2014,51.36,78.43,122.95,30.09,62.2,202.86,100.87
5/20/2014,50.91,78.54,122.5,29.8,63.21,200.77,100.67
5/21/2014,51.47,78.53,124.16,30.34,63.71,204.74,102.03
5/22/2014,51.21,78.46,123.63,30.25,64.35,202.81,101.5
5/23/2014,51.1,78.43,123.37,30.28,64.81,202.31,101.32
5/27/2014,50.7,79.04,122.84,30.63,64.8,203.52,101.36
5/28/2014,50.67,79.57,122.52,30.65,64.85,202.96,101.06
5/29/2014,50.65,79.55,122.32,30.7,64.6,210.15,101.27
5/30/2014,50.45,79.94,122.79,30.5,64.49,210.16,100.53
6/2/2014,50.58,79.48,122.21,30.59,64.46,209.28,99.94
6/3/2014,50.52,79.82,122.55,30.7,64.48,214.3,100.39
6/4/2014,50.07,79.8,122.35,30.24,64.95,214.53,100.04
6/5/2014,50.44,80.05,123.52,30.95,65.55,215.01,100.55
6/6/2014,50.81,80.84,124.19,30.92,65.89,218.93,101.6
6/9/2014,50.84,80.85,124.37,30.93,65.68,220.47,101.52
6/10/2014,50.95,81.63,125.34,30.76,65.26,219.2,101.46
6/11/2014,50.86,81.95,125.18,30.53,64.77,223.79,101.95
6/12/2014,51.34,82.86,126.11,31.11,64.62,223,101.66
6/13/2014,51.68,83.08,127.26,31.8,65.15,226.95,102.65
6/16/2014,51.74,83.69,128.54,31.85,65.32,227.38,102.92
6/17/2014,51.64,83.75,128.83,31.37,64.51,226.47,102.42
6/18/2014,52.67,84.24,130.28,31.83,64.38,228.5,102.73
6/19/2014,52.67,84.77,131.99,31.63,64.46,229.97,102.63
6/20/2014,52.78,85.36,132.34,31.8,66.34,232.3,103.83
6/23/2014,53.07,86.1,132.98,31.91,67.02,232.77,104.38
6/24/2014,52.84,84.8,131.77,31.35,67.13,221.65,102.73
6/25/2014,52.62,85.62,131.23,31.07,68.02,233.07,102.14
6/26/2014,52.75,85.96,130.92,30.95,67.62,228.16,102.03
6/27/2014,52.6,86,130.36,31.06,67.52,226.29,101.21
6/30/2014,52.75,85.73,130.55,30.83,68.08,229.81,100.68
7/1/2014,53,86.11,130.54,31.01,68.29,228.75,101.36
7/2/2014,53.38,85.86,130.23,30.78,67.75,224.55,101.57
7/3/2014,53.15,86.4,131.19,30.82,67.61,224.98,102.59
7/7/2014,52.62,86.1,130.47,30.51,66.33,223.13,102.65
7/8/2014,52.38,86.04,129.9,30.34,66.78,224.01,102.83
7/9/2014,52.32,85.8,131.39,30.52,67.04,226.04,103.55
7/10/2014,51.8,85.67,130.25,30.1,66.68,224.14,102.57
7/11/2014,51.61,84.73,128.47,30.04,66.69,222.42,101.74
7/14/2014,51.64,85.84,129.26,30.23,66.68,224.66,102.68
7/15/2014,51.7,84.71,129.26,30.19,66.41,219.91,102.39
7/16/2014,52.28,86.69,130.89,30.57,66.84,225.69,103.77
7/17/2014,50.87,84.68,130.08,30.23,66.01,222.58,102.31
7/18/2014,50.73,84.76,130.39,30.46,66.48,223.1,102.73
7/21/2014,50.72,84.53,131.29,30.37,66.31,227.66,103.08
7/22/2014,50.97,86.02,132.58,30.67,66.98,229.17,103.54
7/23/2014,51.19,86.76,133.88,30.6,67.16,231.75,104.25
7/24/2014,51.39,86.25,134.85,30.49,67.77,232.28,104.28
7/25/2014,50.92,85.92,133.57,29.45,66.83,231.38,103.18
7/28/2014,50.64,85.19,133.24,29.22,67.37,227.5,104.37
7/29/2014,48.98,84.71,132.42,29.12,66.83,228.96,103.55
7/30/2014,49.54,84.63,132.53,28.81,66.09,227.12,103.25
7/31/2014,48.97,82.5,129.24,28.44,64.43,221.46,98.94
8/1/2014,49,80.7,127.9,28.65,63.94,216.46,98.8
8/4/2014,49.33,81.98,128.17,29.28,64.61,222.41,100.13
8/5/2014,48.57,79.74,124.96,28.66,63.71,209.98,98.2
8/6/2014,47.85,80.61,125.73,28.74,62.49,206.36,98.98
8/7/2014,47.36,79.59,125.65,28.42,62.03,205.71,98.27
8/8/2014,47.4,81.33,127.86,28.7,63.35,210.11,99.74
8/11/2014,47.44,80.8,127.71,29.07,63.02,208.84,98.73
8/12/2014,47.44,80.42,127.09,28.43,63.52,204.58,98.49
8/13/2014,47.13,80.89,127.6,28.43,64.82,204.89,99.09
8/14/2014,47.41,80.17,126.96,28.06,65.47,200.07,99.09
8/15/2014,47.39,80.62,126.1,28.13,66.45,203.01,99.03
8/18/2014,47.9,79.34,126.3,27.96,66.4,204.04,99.52
8/19/2014,48.3,79.91,127.63,28.03,67.2,203.17,99.49
8/20/2014,48.19,80.5,127.49,28.19,67.75,204.47,99.7
8/21/2014,48.27,80.98,127.93,28.29,67.66,205.95,99.28
8/22/2014,48.13,80.24,127.11,28.22,67.5,204.23,98.5
8/25/2014,48.55,80.8,127.84,28.38,68,208.08,98.75
8/26/2014,48.18,80.54,128.25,28.44,68.44,211.35,99.64
8/27/2014,48.36,81.03,128.64,28.65,68.91,206.05,99.53
8/28/2014,47.92,80.66,128.75,28.46,69.62,205.14,99.57
8/29/2014,47.84,81.22,129.45,28.39,70.2,208.65,99.46
9/2/2014,47.2,80.22,127.54,29.09,70.23,205.3,98.49
9/3/2014,47.71,80.9,127.86,29.15,70.85,205.94,99.11
9/4/2014,44.89,79.85,126.8,28.6,70.47,199.91,98.36
9/5/2014,45.93,80.35,127.4,28.81,70.94,202.11,99.26
9/8/2014,45.33,79.03,126.21,28.24,70.98,197.96,97.77
9/9/2014,45.15,78.96,125.18,27.85,70.1,199.38,97.39
9/10/2014,46.52,78.99,124.28,27.97,69.47,200.12,96.81
9/11/2014,46.24,79.38,123.83,27.59,69.33,203.62,97.03
9/12/2014,45.94,78.45,122.66,27.57,67.62,202.25,95.78
9/15/2014,45.89,79.4,124.24,27.81,67.38,202.62,96.29
9/16/2014,46.23,80.75,124.96,28.18,68.15,206.82,97.43
9/17/2014,46.23,80.64,124.72,27.94,68.38,205.44,97.08
9/18/2014,46.42,79.97,124.14,28.46,68.54,202.16,96.61
9/19/2014,46.46,80.56,124.8,28.4,68.41,200.68,97.12
9/22/2014,46.13,79.68,123.49,28.4,67.27,195.91,96.54
9/23/2014,45.72,78.91,123.06,27.7,66.46,197.36,96.03
9/24/2014,45.51,78.72,122.4,28,66.39,198.52,95.82
9/25/2014,44.06,77.57,120.68,26.93,65.64,194.69,94.25
9/26/2014,44.36,78.12,121.47,27.15,66.17,196.6,95.43
9/29/2014,44.54,77.84,120.55,27.26,66.07,201.96,94.43
9/30/2014,43.95,76.52,119.32,27.16,65.55,196.97,94.05
10/1/2014,43.68,75,117.65,26.79,64.72,189.82,92.86
10/2/2014,43.16,74.69,117.11,26.32,64.05,188.36,93.3
10/3/2014,42.7,74.77,117.71,25.73,64.25,186.38,93.92
